chave_coluna_lista,nivel_linha,campo_api_frontend,campo_prisma_pedido,campo_prisma_item,campo_propagacao_pai,tabela_postgres,tipo_prisma,tipo_comportamento_lista,grupo_coluna_lista,label_cabecalho_tela,tooltip_titulo_tela,armazenamento_banco,back_patch_campo,origem_dado
,item,,,data_previsao_recebimento_original_proforma_item,data_previsao_recebimento_original_proforma_pedido,pedido_item,DateTime,,,,,coluna_prisma_sem_lista,data_previsao_recebimento_original_proforma_item,somente_prisma
,item,,,data_previsao_recebimento_rascunho_invoice_item,data_previsao_recebimento_rascunho_invoice_pedido,pedido_item,DateTime,,,,,coluna_prisma_sem_lista,data_previsao_recebimento_rascunho_invoice_item,somente_prisma
,item,,,data_previsao_recebimento_rascunho_item,data_previsao_recebimento_rascunho_pedido,pedido_item,DateTime,,,,,coluna_prisma_sem_lista,data_previsao_recebimento_rascunho_item,somente_prisma
,item,,,data_previsao_recebimento_rascunho_proforma_item,data_previsao_recebimento_rascunho_proforma_pedido,pedido_item,DateTime,,,,,coluna_prisma_sem_lista,data_previsao_recebimento_rascunho_proforma_item,somente_prisma
data_prevista_aprovacao_draft_cert_origem,item,data_prevista_aprovacao_draft_cert_origem,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,data_prevista_aprovacao_draft_cert_origem,lista_gtv
data_prevista_aprovacao_draft_lpco,item,data_prevista_aprovacao_draft_lpco,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,data_prevista_aprovacao_draft_lpco,lista_gtv
,item,,,data_prevista_coleta_item,data_prevista_coleta_pedido,pedido_item,DateTime,,,Data Prevista — Coleta (Item),,coluna_prisma_sem_lista,data_prevista_coleta_item,somente_prisma
data_prevista_conferencia_draft_lpco,item,data_prevista_conferencia_draft_lpco,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,data_prevista_conferencia_draft_lpco,lista_gtv
data_prevista_deferimento_lpco,item,data_prevista_deferimento_lpco,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,data_prevista_deferimento_lpco,lista_gtv
data_prevista_envio_original_cert_origem,item,data_prevista_envio_original_cert_origem,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,data_prevista_envio_original_cert_origem,lista_gtv
,item,,,data_prevista_inspecao_item,data_prevista_inspecao_pedido,pedido_item,DateTime,,,Data Prevista — Inspecao (Item),,coluna_prisma_sem_lista,data_prevista_inspecao_item,somente_prisma
,item,,,data_prevista_item_pronto,data_prevista_pedido_pronto,pedido_item,DateTime,,,Data Prevista — Item Pronto,,coluna_prisma_sem_lista,data_prevista_item_pronto,somente_prisma
data_prevista_recebimento_draft_cert_origem,item,data_prevista_recebimento_draft_cert_origem,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,data_prevista_recebimento_draft_cert_origem,lista_gtv
data_prevista_recebimento_original_cert_origem,item,data_prevista_recebimento_original_cert_origem,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,data_prevista_recebimento_original_cert_origem,lista_gtv
data_prevista_registro_lpco,item,data_prevista_registro_lpco,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,data_prevista_registro_lpco,lista_gtv
data_prevista_resultado_analise_lpco,item,data_prevista_resultado_analise_lpco,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,data_prevista_resultado_analise_lpco,lista_gtv
data_transferencia_item,item,data_transferencia_item,,dados_extras_importacao_item,,pedido_item,Json,,Identificação,Data de Transferência do Item,Data de Transferência do Produto/Item,json_chave_dados_extras_importacao_item,data_transferencia_item,lista_gtv
,item,,,data_transferencia_saldo_item,data_transferencia_saldo_pedido,pedido_item,DateTime,,,,,coluna_prisma_sem_lista,data_transferencia_saldo_item,somente_prisma
descricao_complementar_duimp,item,descricao_complementar_duimp,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,descricao_complementar_duimp,lista_gtv
descricao_completa_duimp,item,descricao_completa_duimp,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,descricao_completa_duimp,lista_gtv
descricao_completa_item_en,item,descricao_completa_item_en,,descricao_completa_item_en,,pedido_item,String,,Identificação,Descrição Completa do Item/Produto - Inglês,Descrição do Produto (Inglês),coluna_pedido_item,descricao_completa_item_en,lista_gtv
descricao_completa_item_es,item,descricao_completa_item_es,,descricao_completa_item_es,,pedido_item,String,,Identificação,Descrição Completa do Item/Produto - Espanhol,Descrição do Produto (Espanhol),coluna_pedido_item,descricao_completa_item_es,lista_gtv
descricao_completa_item_nf,item,descricao_completa_item_nf,,descricao_completa_item_nf,,pedido_item,String,,Identificação,Descrição Completa do Item/Produto - NF,Descrição Espelho da Nota Fiscal,coluna_pedido_item,descricao_completa_item_nf,lista_gtv
descricao_completa_item_pt,item,descricao_completa_item_pt,,descricao_completa_item_pt,,pedido_item,String,,Identificação,Descrição Completa do Item/Produto,Descrição Completa do Produto,coluna_pedido_item,descricao_completa_item_pt,lista_gtv
descricao_item,item,descricao_item,,descricao_item,,pedido_item,String,alfanumerico,Identificação,Descrição do Item,,coluna_pedido_item,descricao_item,lista_gtv
descricao_resumida_duimp,item,descricao_resumida_duimp,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,descricao_resumida_duimp,lista_gtv
existe_tratamento_administrativo_duimp,item,existe_tratamento_administrativo_duimp,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,existe_tratamento_administrativo_duimp,lista_gtv
grupo_item,item,grupo_item,,grupo_item,,pedido_item,String,,Identificação,Grupo do Item/Produto,Grupo do Produto,coluna_pedido_item,grupo_item,lista_gtv
,item,,,id_item,,pedido_item,String,,,,,coluna_prisma_sem_lista,id_item,somente_prisma
,item,,,id_organizacao,,pedido_item,String,,,,,coluna_prisma_sem_lista,id_organizacao,somente_prisma
,item,,,id_pedido,,pedido_item,String,,,,,coluna_prisma_sem_lista,id_pedido,somente_prisma
,item,,,id_workspace,id_workspace,pedido_item,String,,,,,coluna_prisma_sem_lista,id_workspace,somente_prisma
incoterm,item,incoterm,,incoterm_item,incoterm_pedido,pedido_item,String,alfanumerico,Quantidades,Incoterm (Item),,coluna_pedido_item,incoterm_item,lista_gtv
incoterm_duimp,item,incoterm_duimp,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,incoterm_duimp,lista_gtv
metodo_valoracao_duimp,item,metodo_valoracao_duimp,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,metodo_valoracao_duimp,lista_gtv
,item,,,moeda_cambio_item_pedido,moeda_cambio_pedido,pedido_item,String,,,,,coluna_prisma_sem_lista,moeda_cambio_item_pedido,somente_prisma
moeda_item,item,moeda_item,,moeda_item,moeda_pedido,pedido_item,String,,Quantidades,Moeda do Item,,coluna_pedido_item,moeda_item,lista_gtv
moeda_produto_duimp,item,moeda_produto_duimp,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,moeda_produto_duimp,lista_gtv
motivo_sem_cobertura_duimp,item,motivo_sem_cobertura_duimp,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,motivo_sem_cobertura_duimp,lista_gtv
ncm,item,ncm,,ncm_item,,pedido_item,String,alfanumerico,Identificação,NCM,,coluna_pedido_item,ncm_item,lista_gtv
ncm_duimp,item,ncm_duimp,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,ncm_duimp,lista_gtv
,item,,,nome_exportador_item,,pedido_item,String,,,Exportador (Item),,coluna_prisma_sem_lista,nome_exportador_item,somente_prisma
,item,,,nome_fabricante_item,,pedido_item,String,,,Fabricante (Item),,coluna_prisma_sem_lista,nome_fabricante_item,somente_prisma
,item,,,nome_importador_item,,pedido_item,String,,,Importador (Item),,coluna_prisma_sem_lista,nome_importador_item,somente_prisma
nome_ope_duimp,item,nome_ope_duimp,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,nome_ope_duimp,lista_gtv
nome_ope_fabricante_duimp,item,nome_ope_fabricante_duimp,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,nome_ope_fabricante_duimp,lista_gtv
numero_certificado_origem,item,numero_certificado_origem,,numero_certificado_origem,,pedido_item,String,,DUIMP / Fiscal,Número do Certificado de Origem,Número do Certificado de Origem,coluna_pedido_item,numero_certificado_origem,lista_gtv
,item,,,numero_invoice_item,numero_invoice_pedido,pedido_item,String,,,No Invoice (Item),,coluna_prisma_sem_lista,numero_invoice_item,somente_prisma
numero_lpco,item,numero_lpco,,numero_lpco,,pedido_item,String,,DUIMP / Fiscal,Número LPCO,Número LPCO,coluna_pedido_item,numero_lpco,lista_gtv
numero_lpco_trat_adm_duimp,item,numero_lpco_trat_adm_duimp,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,numero_lpco_trat_adm_duimp,lista_gtv
,item,,,numero_proforma_item,numero_proforma_pedido,pedido_item,String,,,No Proforma (Item),,coluna_prisma_sem_lista,numero_proforma_item,somente_prisma
numero_rof_bacen_duimp,item,numero_rof_bacen_duimp,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,numero_rof_bacen_duimp,lista_gtv
orgao_trat_adm_duimp,item,orgao_trat_adm_duimp,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,orgao_trat_adm_duimp,lista_gtv
pais_fabricante_ope_duimp,item,pais_fabricante_ope_duimp,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,pais_fabricante_ope_duimp,lista_gtv
pais_ope_duimp,item,pais_ope_duimp,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,pais_ope_duimp,lista_gtv
part_number,item,part_number,,part_number_item,,pedido_item,String,,Identificação,Part Number,,coluna_pedido_item,part_number_item,lista_gtv
percentual_cofins_duimp,item,percentual_cofins_duimp,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,percentual_cofins_duimp,lista_gtv
percentual_ii_duimp,item,percentual_ii_duimp,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,percentual_ii_duimp,lista_gtv
percentual_ipi_duimp,item,percentual_ipi_duimp,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,percentual_ipi_duimp,lista_gtv
percentual_pis_duimp,item,percentual_pis_duimp,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,percentual_pis_duimp,lista_gtv
,item,,,peso_bruto_unidade_item,,pedido_item,String,,,,,coluna_prisma_sem_lista,peso_bruto_unidade_item,somente_prisma
peso_bruto_unitario,item,peso_bruto_unitario,,peso_bruto_unitario_item,,pedido_item,Decimal,,Dados Físicos,Peso Bruto Unitário do Item,Peso Bruto Unitário,coluna_pedido_item,peso_bruto_unitario_item,lista_gtv
,item,,,peso_liquido_unidade_item,,pedido_item,String,,,,,coluna_prisma_sem_lista,peso_liquido_unidade_item,somente_prisma
peso_liquido_unitario,item,peso_liquido_unitario,,peso_liquido_unitario_item,,pedido_item,Decimal,,Dados Físicos,Peso Líquido Unitário do Item,Peso Líquido Unitário,coluna_pedido_item,peso_liquido_unitario_item,lista_gtv
quantidade_atual_pedido,item,quantidade_atual_pedido,,quantidade_atual_item,,pedido_item,Decimal,,Quantidades,Saldo,Saldo calculado: A - B - C,coluna_pedido_item,quantidade_atual_item,lista_gtv
quantidade_cancelada_pedido,item,quantidade_cancelada_pedido,,quantidade_cancelada_item,,pedido_item,Decimal,,Quantidades,Quantidade Cancelada do Item no Pedido,Quantidade Cancelada,coluna_pedido_item,quantidade_cancelada_item,lista_gtv
quantidade_inicial_pedido,item,quantidade_inicial_pedido,,quantidade_inicial_item,,pedido_item,Decimal,,Quantidades,Qtd. Inicial do Item no Pedido,Quantidade Inicial,coluna_pedido_item,quantidade_inicial_item,lista_gtv
quantidade_pronta_item,item,quantidade_pronta_item,,quantidade_pronta_item,,pedido_item,Decimal,,Quantidades,Quantidade Pronta do Item no Pedido,Quantidade Pronta,coluna_pedido_item,quantidade_pronta_item,lista_gtv
quantidade_transferida_pedido,item,quantidade_transferida_pedido,,quantidade_transferida_item,,pedido_item,Decimal,,Quantidades,Quantidade Transferida do Item no Pedido,Quantidade Transferida,coluna_pedido_item,quantidade_transferida_item,lista_gtv
quantidade_unidade_estatistica,item,quantidade_unidade_estatistica,,,,,,,Quantidades,Qtd. Estatística,Quantidade na Unidade Estatística,coluna_virtual_ui,quantidade_unidade_estatistica_duimp+unidade_estatistica_duimp,lista_gtv
,item,,,referencia_exportador_item,referencia_exportador_pedido,pedido_item,String,,,Referencia Exportador (Item),,coluna_prisma_sem_lista,referencia_exportador_item,somente_prisma
,item,,,referencia_fabricante_item,referencia_fabricante_pedido,pedido_item,String,,,Referencia Fabricante (Item),,coluna_prisma_sem_lista,referencia_fabricante_item,somente_prisma
,item,,,referencia_importador_item,referencia_importador_pedido,pedido_item,String,,,Referencia Importador (Item),,coluna_prisma_sem_lista,referencia_importador_item,somente_prisma
relacao_exportador_fabricante_duimp,item,relacao_exportador_fabricante_duimp,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,relacao_exportador_fabricante_duimp,lista_gtv
sequencia_item,item,sequencia_item,,sequencia_item_pedido,,pedido_item,Int,,Identificação,Seq. Item,Sequência do Item,coluna_pedido_item,sequencia_item_pedido,lista_gtv
subgrupo_item,item,subgrupo_item,,subgrupo_item,,pedido_item,String,,Identificação,Subgrupo do Item/Produto,Subgrupo do Produto,coluna_pedido_item,subgrupo_item,lista_gtv
texto_posicao_ncm,item,texto_posicao_ncm,,texto_posicao_ncm,,pedido_item,String,,Identificação,Texto NCM,Texto da Posição NCM,coluna_pedido_item,texto_posicao_ncm,lista_gtv
tipo_cobertura_cambial_duimp,item,tipo_cobertura_cambial_duimp,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,tipo_cobertura_cambial_duimp,lista_gtv
tipo_embalagem,item,tipo_embalagem,,tipo_embalagem,,pedido_item,String,,Dados Físicos,Tipo de Embalagem,Tipo de Embalagem,coluna_pedido_item,tipo_embalagem,lista_gtv
tipo_operacao_duimp,item,tipo_operacao_duimp,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,tipo_operacao_duimp,lista_gtv
tipo_operacao_item,item,tipo_operacao_item,,tipo_operacao_item,tipo_operacao_pedido,pedido_item,String,,Identificação,Tipo de Operacao (Item),,coluna_pedido_item,tipo_operacao_item,lista_gtv
tipo_trat_adm_duimp,item,tipo_trat_adm_duimp,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,tipo_trat_adm_duimp,lista_gtv
,item,,,tipo_volume_item,tipo_volume_pedido,pedido_item,String,,,Tipo Volume Item,,coluna_prisma_sem_lista,tipo_volume_item,somente_prisma
unidade_comercializada_item,item,unidade_comercializada_item,,unidade_comercializada_item,unidade_comercializada_pedido,pedido_item,String,,Quantidades,Unidade Comercializada do Item,,coluna_pedido_item,unidade_comercializada_item,lista_gtv
valor_aduaneiro_brl_duimp,item,valor_aduaneiro_brl_duimp,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,valor_aduaneiro_brl_duimp,lista_gtv
valor_condicao_venda_brl_duimp,item,valor_condicao_venda_brl_duimp,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,valor_condicao_venda_brl_duimp,lista_gtv
valor_devido_ii_duimp,item,valor_devido_ii_duimp,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,valor_devido_ii_duimp,lista_gtv
valor_frete_internacional_brl_duimp,item,valor_frete_internacional_brl_duimp,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,valor_frete_internacional_brl_duimp,lista_gtv
valor_local_embarque_brl_duimp,item,valor_local_embarque_brl_duimp,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,valor_local_embarque_brl_duimp,lista_gtv
valor_recolher_cofins_duimp,item,valor_recolher_cofins_duimp,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,valor_recolher_cofins_duimp,lista_gtv
valor_recolher_ii_duimp,item,valor_recolher_ii_duimp,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,valor_recolher_ii_duimp,lista_gtv
valor_recolher_ipi_duimp,item,valor_recolher_ipi_duimp,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,valor_recolher_ipi_duimp,lista_gtv
valor_recolher_pis_duimp,item,valor_recolher_pis_duimp,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,valor_recolher_pis_duimp,lista_gtv
valor_seguro_internacional_brl_duimp,item,valor_seguro_internacional_brl_duimp,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,valor_seguro_internacional_brl_duimp,lista_gtv
,item,,,valor_total_cambio_item_pedido,,pedido_item,Decimal,,,,,coluna_prisma_sem_lista,valor_total_cambio_item_pedido,somente_prisma
valor_total_condicao_venda_duimp,item,valor_total_condicao_venda_duimp,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,valor_total_condicao_venda_duimp,lista_gtv
,item,,,valor_total_item,,pedido_item,Decimal,,,Valor Total do Item,,coluna_prisma_sem_lista,valor_total_item,somente_prisma
valor_unitario_duimp,item,valor_unitario_duimp,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,valor_unitario_duimp,lista_gtv
versao_produto_duimp,item,versao_produto_duimp,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,versao_produto_duimp,lista_gtv
vinculacao_preco_duimp,item,vinculacao_preco_duimp,,dados_extras_importacao_item,,pedido_item,Json,,DUIMP / Fiscal,,,json_chave_dados_extras_importacao_item,vinculacao_preco_duimp,lista_gtv
aeroporto_destino,pedido,aeroporto_destino,aeroporto_destino,,,pedido,String,alfanumerico,Logística,Aeroporto de Destino,Aeroporto de Destino,coluna_pedido,aeroporto_destino,lista_gtv
aeroporto_origem,pedido,aeroporto_origem,aeroporto_origem,,,pedido,String,alfanumerico,Logística,Aeroporto de Origem,Aeroporto de Origem,coluna_pedido,aeroporto_origem,lista_gtv
anexo_invoice,pedido,anexo_invoice,,,,anexo_pedido,,,Identificação,Anexo da Invoice,Anexo da Invoice,tabela_anexo_pedido,categoria_anexo_pedido=invoice,lista_gtv
anexo_pedido,pedido,anexo_pedido,,,,anexo_pedido,,,Identificação,Anexo do Pedido,Anexo do Pedido,tabela_anexo_pedido,categoria_anexo_pedido=pedido,lista_gtv
anexo_proforma,pedido,anexo_proforma,,,,anexo_pedido,,,Identificação,Anexo da Proforma,Anexo da Fatura Proforma,tabela_anexo_pedido,categoria_anexo_pedido=proforma,lista_gtv
cargo_contato_exportador,pedido,cargo_contato_exportador,,,,pedido,,,Partes,Cargo do Contato no Exportador,Cargo do Contato no Exportador,json_extras_ou_detalhes_operacionais,cargo_contato_exportador,lista_gtv
,pedido,,casas_decimais_cubagem_pedido,,casas_decimais_cubagem_item,pedido,Int,,,,,coluna_prisma_sem_lista,casas_decimais_cubagem_pedido,somente_prisma
,pedido,,casas_decimais_peso_pedido,,casas_decimais_peso_item,pedido,Int,,,,,coluna_prisma_sem_lista,casas_decimais_peso_pedido,somente_prisma
,pedido,,casas_decimais_quantidade_pedido,,casas_decimais_quantidade_item,pedido,Int,,,,,coluna_prisma_sem_lista,casas_decimais_quantidade_pedido,somente_prisma
,pedido,,casas_decimais_valor_pedido,,casas_decimais_valor_item,pedido,Int,,,,,coluna_prisma_sem_lista,casas_decimais_valor_pedido,somente_prisma
cidade_exportador,pedido,cidade_exportador,,,,pedido,,somente_leitura,Partes,Cidade do Exportador,Cidade do Exportador,json_extras_ou_detalhes_operacionais,cidade_exportador,lista_gtv
cidade_fabricante,pedido,cidade_fabricante,,,,pedido,,,Partes,Cidade do Fabricante,Cidade do Fabricante,json_extras_ou_detalhes_operacionais,cidade_fabricante,lista_gtv
cidade_ope,pedido,cidade_ope,,,,pedido,,,Partes,Cidade do OPE,Cidade do OPE,json_extras_ou_detalhes_operacionais,cidade_ope,lista_gtv
cnpj_exportador,pedido,cnpj_exportador,,,,pedido,,,Partes,CNPJ do Exportador,CNPJ do Exportador,snapshot_empresa_ou_json_ou_item,cnpj_exportador,lista_gtv
cnpj_importador,pedido,cnpj_importador,,,,pedido,,,Partes,CNPJ do Importador,CNPJ do Importador,json_extras_ou_detalhes_operacionais,cnpj_importador,lista_gtv
,pedido,,cnpj_importador_pedido,,,pedido,String,,,Importador — CNPJ,,coluna_prisma_sem_lista,cnpj_importador_pedido,somente_prisma
cnpj_raiz_empresa_responsavel,pedido,cnpj_raiz_empresa_responsavel,,,,pedido,,,Partes,CNPJ Raiz Empresa Responsável,CNPJ Raiz da Empresa Responsável,json_extras_ou_detalhes_operacionais,cnpj_raiz_empresa_responsavel,lista_gtv
cobertura_cambial,pedido,cobertura_cambial,cobertura_cambial_pedido,,cobertura_cambial_item,pedido,String,alfanumerico,Financeiro,Cobertura Cambial do Pedido/Item,,coluna_pedido,cobertura_cambial_pedido,lista_gtv
codigo_ope,pedido,codigo_ope,,,,pedido,,,Partes,Código do OPE,Código do Operador Exterior,json_extras_ou_detalhes_operacionais,codigo_ope,lista_gtv
condicao_pagamento,pedido,condicao_pagamento,condicao_pagamento_pedido,,condicao_pagamento_item,pedido,String,alfanumerico,Financeiro,Condição de Pagamento do Pedido/Item — Comercial,,coluna_pedido,condicao_pagamento_pedido,lista_gtv
condicao_pagamento_siscomex,pedido,condicao_pagamento_siscomex,condicao_pagamento_siscomex_pedido,,condicao_pagamento_siscomex_item,pedido,String,alfanumerico,Financeiro,Condição de Pagamento do Pedido/Item — Siscomex,Modalidade de Pagamento — Siscomex,coluna_pedido,condicao_pagamento_siscomex_pedido,lista_gtv
contrato_cambio_id_pedido,pedido,contrato_cambio_id_pedido,contrato_cambio_id_pedido,,,pedido,String,,Câmbio,Contrato de Câmbio,,coluna_pedido,contrato_cambio_id_pedido,lista_gtv
cubagem_total_pedido,pedido,cubagem_total_pedido,cubagem_total_pedido,,,pedido,Decimal,calculado,Dados Físicos,Cubagem Total,Cubagem Total do Pedido,coluna_pedido,cubagem_total_pedido,lista_gtv
,pedido,,dados_extras_importacao_pedido,,,pedido,Json,,,,,coluna_prisma_sem_lista,dados_extras_importacao_pedido,somente_prisma
,pedido,,data_atualizacao_pedido,,,pedido,DateTime,,,,,coluna_prisma_sem_lista,data_atualizacao_pedido,somente_prisma
,pedido,,data_confirmacao_aprovacao_rascunho_invoice_pedido,,data_confirmacao_aprovacao_rascunho_invoice_item,pedido,DateTime,,,Draft Invoice — Conf. Aprovacao,,coluna_prisma_sem_lista,data_confirmacao_aprovacao_rascunho_invoice_pedido,somente_prisma
,pedido,,data_confirmacao_aprovacao_rascunho_pedido,,data_confirmacao_aprovacao_rascunho_item,pedido,DateTime,,,Draft Pedido — Conf. Aprovacao,,coluna_prisma_sem_lista,data_confirmacao_aprovacao_rascunho_pedido,somente_prisma
,pedido,,data_confirmacao_aprovacao_rascunho_proforma_pedido,,data_confirmacao_aprovacao_rascunho_proforma_item,pedido,DateTime,,,Draft Proforma — Conf. Aprovacao,,coluna_prisma_sem_lista,data_confirmacao_aprovacao_rascunho_proforma_pedido,somente_prisma
,pedido,,data_confirmacao_envio_original_invoice_pedido,,data_confirmacao_envio_original_invoice_item,pedido,DateTime,,,Original Invoice — Conf. Envio,,coluna_prisma_sem_lista,data_confirmacao_envio_original_invoice_pedido,somente_prisma
,pedido,,data_confirmacao_envio_original_proforma_pedido,,data_confirmacao_envio_original_proforma_item,pedido,DateTime,,,Original Proforma — Conf. Envio,,coluna_prisma_sem_lista,data_confirmacao_envio_original_proforma_pedido,somente_prisma
,pedido,,data_confirmacao_recebimento_original_invoice_pedido,,data_confirmacao_recebimento_original_invoice_item,pedido,DateTime,,,Original Invoice — Conf. Recebimento,,coluna_prisma_sem_lista,data_confirmacao_recebimento_original_invoice_pedido,somente_prisma
,pedido,,data_confirmacao_recebimento_original_proforma_pedido,,data_confirmacao_recebimento_original_proforma_item,pedido,DateTime,,,Original Proforma — Conf. Recebimento,,coluna_prisma_sem_lista,data_confirmacao_recebimento_original_proforma_pedido,somente_prisma
,pedido,,data_confirmacao_recebimento_rascunho_invoice_pedido,,data_confirmacao_recebimento_rascunho_invoice_item,pedido,DateTime,,,Draft Invoice — Conf. Recebimento,,coluna_prisma_sem_lista,data_confirmacao_recebimento_rascunho_invoice_pedido,somente_prisma
,pedido,,data_confirmacao_recebimento_rascunho_pedido,,data_confirmacao_recebimento_rascunho_item,pedido,DateTime,,,Draft Pedido — Conf. Recebimento,,coluna_prisma_sem_lista,data_confirmacao_recebimento_rascunho_pedido,somente_prisma
,pedido,,data_confirmacao_recebimento_rascunho_proforma_pedido,,data_confirmacao_recebimento_rascunho_proforma_item,pedido,DateTime,,,Draft Proforma — Conf. Recebimento,,coluna_prisma_sem_lista,data_confirmacao_recebimento_rascunho_proforma_pedido,somente_prisma
,pedido,,data_confirmada_coleta_pedido,,data_confirmada_coleta_item,pedido,DateTime,,,Data Confirmada — Coleta,,coluna_prisma_sem_lista,data_confirmada_coleta_pedido,somente_prisma
,pedido,,data_confirmada_inspecao_pedido,,data_confirmada_inspecao_item,pedido,DateTime,,,Data Confirmada — Inspecao,,coluna_prisma_sem_lista,data_confirmada_inspecao_pedido,somente_prisma
,pedido,,data_confirmada_pedido_pronto,,data_confirmada_item_pronto,pedido,DateTime,,,Data Confirmada — Pedido Pronto,,coluna_prisma_sem_lista,data_confirmada_pedido_pronto,somente_prisma
,pedido,,data_consolidacao_pedido,,data_consolidacao_pedido_replicada_item,pedido,DateTime,,,Data de Consolidacao,,coluna_prisma_sem_lista,data_consolidacao_pedido,somente_prisma
,pedido,,data_criacao_pedido,,,pedido,DateTime,,,,,coluna_prisma_sem_lista,data_criacao_pedido,somente_prisma
